City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Discription
284,Raga,SS,2022-05-06 22:25:08,8.4596,25.678,79.75,61,93,5.5,overcast clouds
285,Qaanaaq,GL,2022-05-06 22:20:22,77.484,-69.3632,18.81,77,100,3.13,overcast clouds
286,Bagotville,AU,2022-05-06 22:25:09,-28.9833,153.4167,66.02,99,100,6.15,overcast clouds
287,Fortuna,US,2022-05-06 22:22:53,40.5982,-124.1573,63.52,72,100,9.22,overcast clouds
288,Tautira,PF,2022-05-06 22:24:57,-17.7333,-149.15,81.07,78,22,5.91,few clouds
289,Tabuk,PH,2022-05-06 22:26:10,17.4189,121.4443,74.34,86,48,3.8,scattered clouds
290,Shimoda,JP,2022-05-06 22:26:10,34.6667,138.95,60.1,82,92,11.65,overcast clouds
291,Puerto Escondido,MX,2022-05-06 22:26:11,15.85,-97.0667,85.03,70,0,9.22,clear sky
292,Rio Grande,BR,2022-05-06 22:21:42,-32.035,-52.0986,57.31,75,18,4.99,few clouds
293,Roma,US,2022-05-06 22:26:11,43.2128,-75.4557,63.57,44,0,5.75,clear sky
294,Cairns,AU,2022-05-06 22:25:20,-16.9167,145.7667,80.11,85,99,8.05,overcast clouds
295,Gravdal,NO,2022-05-06 22:26:12,68.1214,13.5031,42.69,70,75,27.63,broken clouds
296,Bridlington,GB,2022-05-06 22:26:13,54.0831,-0.1919,55.89,94,100,5.44,overcast clouds
297,Thompson,CA,2022-05-06 22:24:53,55.7435,-97.8558,66.36,42,75,12.66,broken clouds
298,Praya,CV,2022-05-06 22:26:14,14.9215,-23.5087,73.94,73,0,11.5,clear sky
299,Berlevag,NO,2022-05-06 22:26:14,70.8578,29.0864,39.0,89,100,7.7,overcast clouds
300,Tapejara,BR,2022-05-06 22:26:15,-28.0681,-52.0139,55.13,83,100,3.67,overcast clouds
301,Bondo,CD,2022-05-06 22:26:16,3.8146,23.6866,70.25,99,100,1.57,light rain
302,Talagang,PK,2022-05-06 22:26:16,32.9297,72.4158,81.1,27,0,1.01,clear sky
303,Senanga,ZM,2022-05-06 22:26:17,-16.1167,23.2667,67.98,55,79,4.83,broken clouds
304,Port Hardy,CA,2022-05-06 22:23:52,50.6996,-127.4199,51.98,66,40,11.5,scattered clouds
305,Vitim,RU,2022-05-06 22:26:17,59.4511,112.5578,35.55,83,31,2.84,scattered clouds
306,Cangzhou,CN,2022-05-06 22:26:18,38.3167,116.8667,48.15,66,21,6.35,few clouds
307,Emerald,AU,2022-05-06 22:26:19,-23.5333,148.1667,66.34,68,100,13.8,overcast clouds
308,Ilo,PE,2022-05-06 22:26:19,-17.6394,-71.3375,66.16,80,61,5.48,broken clouds
309,Swinoujscie,PL,2022-05-06 22:26:20,53.9105,14.2471,54.12,75,90,8.08,overcast clouds
310,Eidfjord,NO,2022-05-06 22:26:20,60.4675,7.0719,45.82,100,100,4.68,overcast clouds
311,Aykhal,RU,2022-05-06 22:26:21,66.0,111.5,22.86,84,100,0.6,overcast clouds
312,General Pico,AR,2022-05-06 22:26:21,-35.6566,-63.7568,64.47,39,0,6.44,clear sky
313,Juba,SS,2022-05-06 22:26:22,4.8517,31.5825,78.12,64,72,5.35,broken clouds
314,Prince Rupert,CA,2022-05-06 22:24:56,54.3161,-130.3201,48.29,70,0,9.22,clear sky
315,Norilsk,RU,2022-05-06 22:26:22,69.3535,88.2027,6.75,97,100,2.64,overcast clouds
316,Laguna,US,2022-05-06 22:26:23,38.421,-121.4238,78.46,55,0,12.66,clear sky
317,Coahuayana,MX,2022-05-06 22:26:23,18.7333,-103.6833,86.45,49,83,8.16,broken clouds
318,Inhambane,MZ,2022-05-06 22:26:24,-23.865,35.3833,70.25,86,0,3.18,clear sky
319,Missoula,US,2022-05-06 22:26:24,47.0166,-113.8009,48.56,72,78,5.37,light rain
320,Vardo,NO,2022-05-06 22:24:31,70.3705,31.1107,39.2,91,99,13.71,overcast clouds
321,Kashan,IR,2022-05-06 22:26:25,33.9831,51.4364,78.39,23,0,9.22,clear sky
322,Pangnirtung,CA,2022-05-06 22:26:26,66.1451,-65.7125,14.0,85,20,8.05,few clouds
323,Andra,RU,2022-05-06 22:26:26,62.5147,65.8878,22.41,90,9,7.14,clear sky
324,Mont-Dore,NC,2022-05-06 22:26:27,-22.2833,166.5833,78.01,99,33,11.88,scattered clouds
325,Paamiut,GL,2022-05-06 22:26:27,61.994,-49.6678,32.61,97,100,1.34,overcast clouds
326,Boden,SE,2022-05-06 22:26:28,65.8252,21.6886,41.0,74,100,9.62,overcast clouds
327,Wang Saphung,TH,2022-05-06 22:26:28,17.301,101.7685,76.1,88,91,1.36,overcast clouds
328,Scottsbluff,US,2022-05-06 22:26:29,41.8666,-103.6672,80.83,21,0,21.85,clear sky
329,Sola,VU,2022-05-06 22:26:29,-13.8833,167.55,81.79,74,56,20.29,broken clouds
330,Katobu,ID,2022-05-06 22:26:30,-4.9408,122.5276,75.56,95,39,3.89,scattered clouds
331,Katsuura,JP,2022-05-06 22:26:30,35.1333,140.3,64.42,82,99,14.76,overcast clouds
332,Mantua,IT,2022-05-06 22:26:31,45.1667,10.7833,56.35,89,100,1.01,light rain
333,Dubbo,AU,2022-05-06 22:25:34,-32.25,148.6167,41.13,67,3,3.44,clear sky
334,Oktyabrskiy,RU,2022-05-06 22:26:31,54.4815,53.471,36.66,67,13,4.18,few clouds
335,Pathein,MM,2022-05-06 22:26:32,16.7833,94.7333,79.79,82,100,3.51,overcast clouds
336,Pacasmayo,PE,2022-05-06 22:27:33,-7.4006,-79.5714,68.45,78,27,14.09,scattered clouds
337,Koumac,NC,2022-05-06 22:27:34,-20.5667,164.2833,76.91,70,0,6.24,clear sky
338,Chuy,UY,2022-05-06 22:27:34,-33.6971,-53.4616,59.11,80,0,0.07,clear sky
339,Bandarbeyla,SO,2022-05-06 22:27:35,9.4942,50.8122,81.3,90,25,8.3,scattered clouds
340,Megion,RU,2022-05-06 22:27:36,61.0296,76.1136,26.62,89,100,35.03,snow
341,Mossendjo,CG,2022-05-06 22:27:36,-2.9506,12.7261,70.77,98,100,2.17,moderate rain
342,Aswan,EG,2022-05-06 22:26:58,24.0934,32.907,74.5,13,0,6.91,clear sky
343,Eureka,US,2022-05-06 22:24:52,40.8021,-124.1637,63.79,84,100,5.99,overcast clouds
344,Porto Santo,PT,2022-05-06 22:27:37,33.072,-16.3415,62.98,77,20,5.75,few clouds
345,Iquique,CL,2022-05-06 22:27:38,-20.2208,-70.1431,62.64,79,11,6.76,few clouds
346,Ossora,RU,2022-05-06 22:27:38,59.2353,163.0719,31.57,96,100,2.62,overcast clouds
347,Port Lincoln,AU,2022-05-06 22:24:56,-34.7333,135.8667,52.95,63,38,6.04,scattered clouds
348,Harper,LR,2022-05-06 22:27:39,4.375,-7.7169,81.32,83,96,7.85,light rain
349,Cherdyn,RU,2022-05-06 22:27:40,60.403,56.4787,27.68,92,63,4.59,broken clouds
350,Hakkari,TR,2022-05-06 22:27:40,37.5833,44.1667,37.18,100,75,1.14,broken clouds
351,Astorga,BR,2022-05-06 22:27:41,-23.2325,-51.6656,66.43,76,41,4.36,scattered clouds
352,Iaciara,BR,2022-05-06 22:27:41,-14.0958,-46.6317,79.03,56,84,2.68,broken clouds
353,Shenjiamen,CN,2022-05-06 22:27:42,29.9576,122.298,63.34,95,45,3.74,scattered clouds
354,Vilhena,BR,2022-05-06 22:27:42,-12.7406,-60.1458,79.02,61,0,6.91,clear sky
355,Westport,US,2022-05-06 22:24:49,41.1415,-73.3579,55.94,92,100,1.01,moderate rain
356,Angoche,MZ,2022-05-06 22:27:43,-16.2325,39.9086,73.26,83,5,6.96,clear sky
357,Nhlangano,SZ,2022-05-06 22:27:43,-27.1167,31.2,53.8,70,0,4.12,clear sky
358,Mount Gambier,AU,2022-05-06 22:27:44,-37.8333,140.7667,49.91,93,75,9.22,light rain
359,Biak,ID,2022-05-06 22:27:44,-0.9131,122.8766,76.51,84,46,1.12,scattered clouds
360,Haines Junction,CA,2022-05-06 22:27:45,60.7522,-137.5108,49.95,32,84,10.36,broken clouds
361,Verkhoyansk,RU,2022-05-06 22:27:45,67.5447,133.385,25.88,85,80,8.86,broken clouds
362,Meybod,IR,2022-05-06 22:26:15,32.2501,54.0166,68.02,45,99,4.76,overcast clouds
363,Beringovskiy,RU,2022-05-06 22:27:46,63.05,179.3167,31.51,86,100,6.53,overcast clouds
364,The Pas,CA,2022-05-06 22:24:56,53.8251,-101.2541,59.02,63,75,26.46,broken clouds
365,Alugan,PH,2022-05-06 22:27:47,12.2188,125.4808,80.89,83,29,11.52,scattered clouds
366,Waipawa,NZ,2022-05-06 22:27:48,-41.4122,175.5153,57.85,73,12,5.28,few clouds
367,Lobito,AO,2022-05-06 22:27:48,-12.3481,13.5456,77.74,77,76,2.73,broken clouds
368,Cayenne,GF,2022-05-06 22:25:20,4.9333,-52.3333,78.1,1,75,1.99,broken clouds
369,Turinsk,RU,2022-05-06 22:27:49,58.0458,63.696,28.85,88,47,7.92,scattered clouds
370,Mehamn,NO,2022-05-06 22:27:49,71.0357,27.8492,37.35,87,75,14.97,broken clouds
371,Khorramshahr,IR,2022-05-06 22:27:50,30.4397,48.1664,82.36,30,0,9.22,clear sky
372,Lanzhou,CN,2022-05-06 22:27:50,36.0564,103.7922,65.79,51,3,2.1,clear sky
373,Vyazemskiy,RU,2022-05-06 22:27:51,47.5378,134.7525,46.78,56,94,2.57,overcast clouds
374,Parkes,AU,2022-05-06 22:27:51,-33.1333,148.1833,44.53,68,50,3.27,scattered clouds
375,Tambura,SS,2022-05-06 22:27:52,5.6,27.4667,71.06,93,98,3.49,overcast clouds
376,Talcahuano,CL,2022-05-06 22:27:52,-36.7167,-73.1167,56.88,88,0,12.66,clear sky
377,Kuznetsk,RU,2022-05-06 22:27:53,53.1167,46.6004,35.73,60,2,2.95,clear sky
378,Kostomuksha,RU,2022-05-06 22:27:53,64.571,30.5767,37.71,90,28,6.71,scattered clouds
379,Altay,CN,2022-05-06 22:27:53,47.8667,88.1167,52.56,64,0,5.19,clear sky
380,Kirovo-Chepetsk,RU,2022-05-06 22:27:54,58.5539,50.0399,36.36,82,62,6.11,broken clouds
381,Thinadhoo,MV,2022-05-06 22:28:54,0.5333,72.9333,83.64,77,61,15.99,moderate rain
382,Mucuri,BR,2022-05-06 22:28:55,-18.0864,-39.5508,76.08,86,57,11.41,broken clouds
383,Marathon,US,2022-05-06 22:25:34,44.9,-89.7668,67.95,28,40,4.61,scattered clouds
384,Biltine,TD,2022-05-06 22:28:56,14.5333,20.9167,89.73,11,22,10.07,few clouds
385,Tarakan,ID,2022-05-06 22:28:56,3.3,117.6333,78.3,94,40,3.44,scattered clouds
386,Labuhan,ID,2022-05-06 22:28:57,-6.8844,112.2051,78.22,89,66,4.97,broken clouds
387,Ahipara,NZ,2022-05-06 22:28:57,-35.1667,173.1667,64.04,63,0,3.29,clear sky
388,Axim,GH,2022-05-06 22:28:58,4.8699,-2.2405,75.29,89,100,2.15,moderate rain
389,Kirakira,SB,2022-05-06 22:28:58,-10.4544,161.9205,84.16,74,30,8.28,scattered clouds
390,Zanzibar,TZ,2022-05-06 22:28:59,-6.1639,39.1979,74.98,93,86,8.99,moderate rain
391,Sitka,US,2022-05-06 22:28:59,57.0531,-135.33,48.09,66,40,4.61,scattered clouds
392,Whyalla,AU,2022-05-06 22:29:00,-33.0333,137.5833,40.89,100,14,9.22,few clouds
393,Mayumba,GA,2022-05-06 22:29:01,-3.432,10.6554,78.49,91,99,3.98,overcast clouds
394,Warman,CA,2022-05-06 22:24:56,52.3168,-106.5679,55.31,67,75,11.5,broken clouds
395,Muborak,UZ,2022-05-06 22:29:01,39.2553,65.1528,78.13,34,57,8.77,broken clouds
396,Kahului,US,2022-05-06 22:29:02,20.8947,-156.47,82.42,68,40,27.63,scattered clouds
397,Blagoyevo,RU,2022-05-06 22:29:02,63.3667,47.9167,41.11,93,99,7.61,overcast clouds
398,Belaya Rechka,RU,2022-05-06 22:29:03,43.4381,43.535,39.63,93,75,2.24,light intensity shower rain
399,Zhangjiakou,CN,2022-05-06 22:29:03,40.81,114.8794,48.09,23,98,4.74,light rain
400,Great Bend,US,2022-05-06 22:28:33,38.3645,-98.7648,77.61,53,0,12.66,clear sky
401,Vezirkopru,TR,2022-05-06 22:29:04,41.1436,35.4547,50.49,93,100,4.14,overcast clouds
402,Pontes E Lacerda,BR,2022-05-06 22:29:04,-15.2261,-59.3353,70.65,63,0,3.56,clear sky
403,Nipawin,CA,2022-05-06 22:29:05,53.3668,-104.0009,64.44,48,40,20.71,scattered clouds
404,Nizhniy Kuranakh,RU,2022-05-06 22:29:05,58.8353,125.4869,29.05,91,71,2.95,broken clouds
405,Guerrero Negro,MX,2022-05-06 22:29:06,27.9769,-114.0611,70.57,59,5,18.05,clear sky
406,Bathsheba,BB,2022-05-06 22:28:46,13.2167,-59.5167,81.21,78,20,14.97,few clouds
407,Marakkanam,IN,2022-05-06 22:29:07,12.2,79.95,84.45,82,31,10.16,scattered clouds
408,Chippewa Falls,US,2022-05-06 22:29:07,44.9369,-91.3929,72.37,27,0,11.5,clear sky
409,Jurado,CO,2022-05-06 22:29:08,7.1053,-77.7641,76.59,91,100,2.26,overcast clouds
410,Den Helder,NL,2022-05-06 22:29:08,52.9599,4.7593,55.02,87,100,5.99,mist
411,Lensk,RU,2022-05-06 22:26:29,60.7253,114.9278,35.71,87,32,3.76,scattered clouds
412,Yagoua,CM,2022-05-06 22:29:09,10.3411,15.2329,93.87,31,90,5.97,overcast clouds
413,Guarapari,BR,2022-05-06 22:29:09,-20.6667,-40.4975,73.63,78,69,8.79,broken clouds
414,Latur,IN,2022-05-06 22:29:10,18.4,76.5833,87.37,24,83,11.79,broken clouds
415,Lubango,AO,2022-05-06 22:25:25,-14.9172,13.4925,58.96,42,3,3.04,clear sky
416,Vanavara,RU,2022-05-06 22:29:10,60.34,102.2797,31.33,91,39,2.66,scattered clouds
417,San Lorenzo,PY,2022-05-06 22:29:11,-25.3333,-57.5333,68.94,78,0,4.61,clear sky
418,Manama,BH,2022-05-06 22:29:12,26.2154,50.5832,91.58,31,0,12.66,clear sky
419,Sioux Lookout,CA,2022-05-06 22:29:12,50.1001,-91.917,64.47,27,40,8.05,scattered clouds
420,San Cristobal,VE,2022-05-06 22:29:13,7.7669,-72.225,68.18,86,83,3.42,broken clouds
421,Porlamar,VE,2022-05-06 22:29:13,10.958,-63.8491,82.49,69,100,23.02,overcast clouds
422,Ketchikan,US,2022-05-06 22:29:14,55.3422,-131.6461,46.87,71,40,9.22,scattered clouds
423,Virginia Beach,US,2022-05-06 22:26:58,36.8529,-75.978,72.01,92,100,12.66,thunderstorm
424,Nome,US,2022-05-06 22:29:14,64.5011,-165.4064,35.17,86,100,9.22,overcast clouds
425,Fukuma,JP,2022-05-06 22:29:15,33.7667,130.4667,67.28,91,100,1.3,overcast clouds
426,Elat,IL,2022-05-06 22:26:57,29.5581,34.9482,66.04,42,0,5.75,clear sky
427,Yamada,JP,2022-05-06 22:29:15,39.4667,141.95,58.6,74,4,11.32,clear sky
428,Comarapa,BO,2022-05-06 22:29:16,-17.9,-64.4833,52.83,81,3,3.69,clear sky
429,Sal Rei,CV,2022-05-06 22:30:17,16.1833,-22.9167,70.9,82,22,16.62,few clouds
430,Roblin,CA,2022-05-06 22:30:17,51.23,-101.3565,60.51,71,100,18.03,overcast clouds
431,Usoke,TZ,2022-05-06 22:30:18,-5.1667,32.35,63.41,73,92,3.51,overcast clouds
432,Cabedelo,BR,2022-05-06 22:30:18,-6.9811,-34.8339,79.47,84,27,12.93,light rain
433,Lashio,MM,2022-05-06 22:30:19,22.9333,97.75,65.52,84,47,1.79,scattered clouds
434,Mondlo,ZA,2022-05-06 22:30:20,-27.983,30.7177,52.83,54,0,4.81,clear sky
435,Ust-Kuyga,RU,2022-05-06 22:30:21,70.0167,135.6,24.42,92,94,8.32,overcast clouds
436,Soyo,AO,2022-05-06 22:30:21,-6.1349,12.3689,77.63,92,44,3.13,light rain
437,Xiuyan,CN,2022-05-06 22:30:22,40.2928,123.2744,52.32,27,2,13.33,clear sky
438,Najran,SA,2022-05-06 22:30:22,17.4924,44.1277,77.65,39,41,3.44,scattered clouds
439,Verkhnyaya Inta,RU,2022-05-06 22:30:23,65.9811,60.3094,21.36,82,47,7.2,scattered clouds
440,Kabalo,CD,2022-05-06 22:30:24,-6.05,26.9167,70.21,93,100,2.98,light rain
441,Sakakah,SA,2022-05-06 22:30:24,29.9697,40.2064,62.17,39,0,9.26,clear sky
442,Price,US,2022-05-06 22:30:25,39.5994,-110.8107,78.12,10,0,18.41,clear sky
443,Aviles,ES,2022-05-06 22:28:21,43.5547,-5.9248,55.92,87,0,4.61,clear sky
444,Kenora,CA,2022-05-06 22:30:19,49.8167,-94.4337,68.97,22,40,9.22,scattered clouds
445,Celestun,MX,2022-05-06 22:30:26,20.8667,-90.4,83.97,75,56,15.3,broken clouds
446,Kitimat,CA,2022-05-06 22:30:26,54.0524,-128.6534,54.91,52,88,3.0,overcast clouds
447,Hami,CN,2022-05-06 22:27:47,42.8,93.45,69.35,37,100,9.55,overcast clouds
448,Chiredzi,ZW,2022-05-06 22:30:27,-21.05,31.6667,63.55,59,0,3.85,clear sky
449,Srednekolymsk,RU,2022-05-06 22:26:51,67.45,153.6833,28.54,93,100,11.54,light snow
450,Maine-Soroa,NE,2022-05-06 22:30:27,13.2114,12.0241,87.1,35,98,8.12,overcast clouds
451,Sao Filipe,CV,2022-05-06 22:27:03,14.8961,-24.4956,73.72,79,1,10.22,clear sky
452,Dali,CN,2022-05-06 22:30:28,25.7,100.1833,55.98,83,6,3.04,clear sky
453,Basco,PH,2022-05-06 22:30:29,20.4487,121.9702,82.85,75,97,14.25,overcast clouds
454,San Joaquin,US,2022-05-06 22:30:29,37.9333,-121.3011,79.54,47,75,11.5,broken clouds
455,Tura,IN,2022-05-06 22:30:30,25.5198,90.2201,70.59,83,5,3.2,clear sky
456,Presidencia Roque Saenz Pena,AR,2022-05-06 22:30:30,-26.7852,-60.4388,66.36,77,100,6.15,overcast clouds
457,Bedele,ET,2022-05-06 22:30:31,8.456,36.353,60.85,72,69,3.04,broken clouds
458,Aljezur,PT,2022-05-06 22:30:31,37.3191,-8.8033,58.59,79,95,7.43,overcast clouds
459,San Policarpo,PH,2022-05-06 22:30:32,12.1791,125.5072,82.2,81,25,12.48,scattered clouds
460,Gabrovo,BG,2022-05-06 22:30:32,42.8747,25.3342,45.68,81,16,4.16,few clouds
461,Hargeysa,SO,2022-05-06 22:30:33,9.56,44.065,74.34,54,11,5.82,few clouds
462,Harindanga,IN,2022-05-06 22:30:33,22.0383,88.3214,81.07,81,0,4.97,clear sky
463,Yanam,IN,2022-05-06 22:30:34,16.7333,82.2167,80.62,85,78,1.19,broken clouds
464,Killybegs,IE,2022-05-06 22:30:34,54.6333,-8.45,49.42,94,15,3.83,few clouds
465,Husavik,IS,2022-05-06 22:29:00,66.0449,-17.3389,32.68,74,66,4.63,broken clouds
466,Talnakh,RU,2022-05-06 22:26:35,69.4865,88.3972,6.53,95,99,3.24,overcast clouds
467,Gornyy,RU,2022-05-06 22:30:35,55.1153,83.9059,42.89,47,81,22.19,broken clouds
468,Rimouski,CA,2022-05-06 22:28:26,48.4488,-68.524,46.08,50,54,2.98,broken clouds
469,Muswellbrook,AU,2022-05-06 22:30:19,-32.2667,150.9,51.33,59,18,5.41,few clouds
470,Nioro,GM,2022-05-06 22:30:36,13.35,-15.75,88.45,24,4,13.38,clear sky
471,Vestmannaeyjar,IS,2022-05-06 22:30:37,63.4427,-20.2734,41.23,64,60,14.41,broken clouds
472,Bilibino,RU,2022-05-06 22:30:37,68.0546,166.4372,32.76,99,100,7.0,light snow
473,Port Macquarie,AU,2022-05-06 22:31:38,-31.4333,152.9167,60.89,74,79,4.92,broken clouds
474,Preston,GB,2022-05-06 22:31:39,53.7667,-2.7167,54.32,94,99,1.01,overcast clouds
475,Calbuco,CL,2022-05-06 22:31:39,-41.768,-73.1273,58.21,87,97,2.06,overcast clouds
476,Slonim,BY,2022-05-06 22:31:40,53.0867,25.3219,49.55,98,83,4.97,broken clouds
477,Lanas,PH,2022-05-06 22:31:40,12.0495,121.9185,83.68,76,15,20.49,few clouds
478,Freeport,US,2022-05-06 22:31:41,40.6576,-73.5832,53.15,81,100,9.22,moderate rain
479,Morros,BR,2022-05-06 22:31:41,-9.4467,-46.3003,80.83,46,90,3.62,overcast clouds
480,Urucara,BR,2022-05-06 22:31:41,-2.5364,-57.76,75.45,96,94,2.01,moderate rain
481,Kharopon,GR,2022-05-06 22:31:42,41.2667,23.3833,56.32,79,100,0.18,overcast clouds
482,Sobolevo,RU,2022-05-06 22:31:42,54.4299,31.8996,44.83,77,100,8.08,overcast clouds
483,Vila Franca Do Campo,PT,2022-05-06 22:31:43,37.7167,-25.4333,68.2,92,100,9.1,overcast clouds
484,Cruzeiro Do Sul,BR,2022-05-06 22:31:43,-29.5128,-51.9853,60.53,89,78,0.4,broken clouds
485,Surt,LY,2022-05-06 22:31:44,31.2089,16.5887,64.67,84,13,13.24,few clouds
486,Iquitos,PE,2022-05-06 22:31:44,-3.7481,-73.2472,78.84,78,75,5.75,broken clouds
487,Feijo,BR,2022-05-06 22:31:44,-8.1642,-70.3536,77.27,80,91,0.54,overcast clouds
488,Nuevitas,CU,2022-05-06 22:31:45,21.5453,-77.2644,78.85,75,35,4.76,scattered clouds
489,Buala,SB,2022-05-06 22:31:45,-8.145,159.5921,84.07,75,81,9.91,light rain
490,Neepawa,CA,2022-05-06 22:31:46,50.2289,-99.4664,59.4,75,100,14.18,light rain
491,Nicoya,CR,2022-05-06 22:31:47,10.1483,-85.452,82.87,71,85,1.14,overcast clouds
492,Severodvinsk,RU,2022-05-06 22:31:47,64.5635,39.8302,41.11,94,22,8.25,few clouds
493,Teya,RU,2022-05-06 22:31:47,60.3778,92.6267,37.63,87,64,5.39,broken clouds
494,Upata,VE,2022-05-06 22:31:49,8.0086,-62.3989,74.41,85,99,4.34,overcast clouds
495,Porto Novo,BJ,2022-05-06 22:31:50,6.4965,2.6036,75.04,88,98,2.89,overcast clouds
496,Aiquile,BO,2022-05-06 22:31:50,-18.2041,-65.1807,55.58,69,0,2.93,clear sky
497,Soe,ID,2022-05-06 22:31:51,-9.8607,124.284,69.8,86,40,4.68,scattered clouds
498,Anadyr,RU,2022-05-06 22:31:51,64.75,177.4833,32.5,80,75,11.18,broken clouds
499,Mazagao,BR,2022-05-06 22:31:52,-0.115,-51.2894,82.45,96,100,4.23,overcast clouds
500,Svetlyy,RU,2022-05-06 22:31:52,54.675,20.1347,43.97,88,0,7.67,clear sky
501,Chinhoyi,ZW,2022-05-06 22:31:53,-17.3667,30.2,64.54,74,65,3.67,broken clouds
502,Chaman,PK,2022-05-06 22:31:53,30.9236,66.4512,72.59,16,0,3.65,clear sky
503,Hovd,MN,2022-05-06 22:31:54,48.0056,91.6419,51.31,39,0,3.74,clear sky
504,Sinazongwe,ZM,2022-05-06 22:31:54,-17.2614,27.4618,74.8,56,99,1.1,overcast clouds
505,Maniitsoq,GL,2022-05-06 22:31:55,65.4167,-52.9,26.85,77,1,3.15,clear sky
506,Dallas,US,2022-05-06 22:28:17,32.7668,-96.7836,89.67,47,0,9.22,clear sky
507,Nemuro,JP,2022-05-06 22:31:56,43.3236,145.575,45.91,92,51,16.75,broken clouds
508,Aghavnadzor,AM,2022-05-06 22:31:56,39.7822,45.2275,45.25,80,43,5.08,scattered clouds
509,Luanda,AO,2022-05-06 22:29:14,-8.8368,13.2343,76.98,88,10,6.64,clear sky
510,Port Shepstone,ZA,2022-05-06 22:31:57,-30.7414,30.455,69.19,69,0,6.85,clear sky
511,Naze,JP,2022-05-06 22:31:57,28.3667,129.4833,72.52,82,98,10.6,overcast clouds
512,Pirai Do Sul,BR,2022-05-06 22:31:58,-24.5261,-49.9486,53.56,89,8,2.55,clear sky
513,Demba,CD,2022-05-06 22:31:58,-5.51,22.2667,72.91,74,100,2.44,overcast clouds
514,Khandyga,RU,2022-05-06 22:31:59,62.6667,135.6,31.87,87,82,4.14,broken clouds
515,North Battleford,CA,2022-05-06 22:31:59,52.7834,-108.2847,58.41,58,20,23.02,few clouds
516,Rock Hill,US,2022-05-06 22:29:31,34.9249,-81.0251,78.98,78,75,17.27,broken clouds
517,Fernley,US,2022-05-06 22:31:29,39.608,-119.2518,76.75,25,43,8.99,scattered clouds
518,Murray Bridge,AU,2022-05-06 22:32:00,-35.1167,139.2667,55.13,66,75,8.5,broken clouds
519,Middelburg,ZA,2022-05-06 22:30:52,-25.7751,29.4648,54.79,46,0,2.42,clear sky
520,Pangai,TO,2022-05-06 22:29:54,-19.8,-174.35,78.91,78,75,4.61,broken clouds
521,Nyurba,RU,2022-05-06 22:33:01,63.2842,118.3319,37.83,92,100,5.01,overcast clouds
522,Caravelas,BR,2022-05-06 22:32:35,-17.7125,-39.2481,75.25,87,64,2.66,broken clouds
523,Oliveira Dos Brejinhos,BR,2022-05-06 22:33:02,-12.3169,-42.8961,79.84,47,54,8.48,broken clouds
524,Buin,CL,2022-05-06 22:33:02,-33.7333,-70.75,75.52,45,0,3.8,clear sky
525,Tamandare,BR,2022-05-06 22:33:03,-8.7597,-35.1047,78.4,83,96,7.63,overcast clouds
526,Kropotkin,RU,2022-05-06 22:33:03,45.4375,40.5756,45.34,69,100,12.68,overcast clouds
527,Svetlogorsk,BY,2022-05-06 22:33:04,52.6333,29.7333,46.06,73,98,8.95,overcast clouds
528,Namwala,ZM,2022-05-06 22:33:04,-15.7504,26.4384,67.12,64,97,3.31,overcast clouds
529,Atar,MR,2022-05-06 22:33:05,20.5169,-13.0499,86.94,11,1,6.31,clear sky
530,Margherita,IN,2022-05-06 22:33:05,27.2833,95.6833,71.22,81,4,2.17,clear sky
531,Saint-Paul,RE,2022-05-06 22:33:06,-21.0096,55.2707,73.49,74,49,6.69,scattered clouds
532,Seaford,GB,2022-05-06 22:31:01,50.7714,0.1027,58.55,85,100,5.01,overcast clouds
533,Dunedin,NZ,2022-05-06 22:28:30,-45.8742,170.5036,57.79,77,89,3.0,overcast clouds
534,Kamaishi,JP,2022-05-06 22:33:06,39.2667,141.8833,58.89,75,17,12.55,few clouds
535,Hay River,CA,2022-05-06 22:30:19,60.8156,-115.7999,42.78,70,100,11.5,light rain
536,Semily,CZ,2022-05-06 22:33:07,50.6019,15.3355,52.54,84,100,2.82,overcast clouds
537,Tual,ID,2022-05-06 22:33:07,-5.6667,132.75,85.17,71,100,20.4,overcast clouds
538,Yacuiba,BO,2022-05-06 22:33:07,-22.038,-63.6797,68.77,60,2,5.75,clear sky
539,Ballina,AU,2022-05-06 22:33:08,-28.8667,153.5667,66.16,93,100,9.22,overcast clouds
540,Isangel,VU,2022-05-06 22:33:08,-19.55,169.2667,78.6,69,58,16.44,broken clouds
541,Northam,GB,2022-05-06 22:33:09,51.0333,-4.2167,55.38,96,86,8.55,overcast clouds
542,Tromso,NO,2022-05-06 22:33:09,69.6496,18.957,45.37,76,75,19.57,broken clouds
543,Bud,US,2022-05-06 22:33:10,39.447,-86.1758,64.17,88,100,9.82,overcast clouds
544,Kenai,US,2022-05-06 22:33:10,60.5544,-151.2583,54.03,62,20,11.5,few clouds
545,Kemijarvi,FI,2022-05-06 22:33:11,66.7131,27.4306,37.56,83,72,12.66,broken clouds
546,Rajula,IN,2022-05-06 22:33:11,21.05,71.4333,83.59,54,0,10.11,clear sky
547,Bismarck,US,2022-05-06 22:33:12,46.8083,-100.7837,75.65,47,0,14.97,clear sky
548,Sechura,PE,2022-05-06 22:32:44,-5.5569,-80.8222,72.84,67,30,17.07,scattered clouds
